Name,State,upto,Address,telephone/Mobile no.,Principal name 
"PODAR INTERNATIONAL SCHOOL,AMBEGAON",MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SR.NO 1, NEAR ASHOK LEYLAND WORKSHOP, KATRAJ-AMBEGAON ROAD, PUNE, MAHARASHTRA,411046","020,69400512","
Head/Principal Name:ANAGHA GHOLAP
"
"PODAR INTERNATIONAL SCHOOL,CHANDRAPUR",MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","C.R.PUGLIA NAGAR, ROSHAN BAGH, DATALA,442406",",8879788378","
Head/Principal Name:MR.ATANU ROY
"
"PODAR INTERNATIONAL SCHOOL,GODHANI NAGPUR",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO 381,MOUZE GODHANI NAGPUR ( RURAL)DIST: NAGPUR441203,441203",",8291818998","
Head/Principal Name:DR. MINI P DESHMUKH
"
"PODAR INTERNATIONAL SCHOOL,LATUR",MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","DILIP MANE NAGAR, KHADGAON RING ROAD, BEHIND GOPAL NAGAR,413512","0238,2200255,8349466337","
Head/Principal Name:Bharat Bhushan Jha
"
"PODAR INTERNATIONAL SCHOOL,NERUL",MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PALM BEACH ROAD,PLOT NO.-30,SEC-36,SEAWOODS,NERUL(W),400706","022,27727743","
Head/Principal Name:SOMA CHATTERJEE
"
PODAR INTERNATIONAL SCHOOL- WAGHOLI,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SR .NO 22/70,UBALE NAGAR,WAGHOLI,PUNE,412207","020,60605558","
Head/Principal Name:Seema Kapse
"
PODAR INTERNATIONAL SCHOOL-SHIRUR,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","BEHIND RELIANCE PETROL PUMP,MAHAJAN MALA, SHIRUR, NAGAR ROAD,412210","0231,288667","
Head/Principal Name:PAYAL RAMESH MUDALIAR
"
PODAR SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SHIVAJI STATUE NEAR MADHUBAN HOTEL OPP OM HOSPITAL JALNA AURANGABAD MAHARASHTRA,431203","2482,02482236688","
Head/Principal Name:MR. SACHIN BANSODE
"
PODAR WORLD SCHOOL NAGPUR,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","KORADI ROAD, BEHIND OCTROI CHECK POST, NAGPUR,440030","0712,7350000509","
Head/Principal Name:Ganesh Thaware
"
PODDAR BRIO INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","VILLAGE SAPE, BADLAPUR EAST. DIST. THANE, MAHARASHTRA-421 503,421503",",7744912000","
Head/Principal Name:MRS. RASHMI SINGH
"
POORTI PUBLIC SCHOOL SALEKASA,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","23 SALEKASA DISTT  GONDIA PIN NO 441916,441916","7180,244020","
Head/Principal Name:BHUSHAN MANOHAR RAUT
"
POSTE PODAR LEARN SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","MALKAPUR TA, UDGIR DIST, LATUR,413517",",02385258003","
Head/Principal Name:MR. CHAWALE SURYAKANT VINAYAK
"
"PRABHAT KIDS SCHOOL, AKOLA",MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","WASHIM ROAD, OPP. HOTEL AMBIKA, AKOLA 444001,444001","0724,2455018","
Head/Principal Name:kanchan Shrikrishna Patokar
"
PRACHITI INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","AT POST KAWATHE, TALUKA: SAKRI,DISTRICT: PUNE,424304",",09822339963","
Head/Principal Name:Mr.ATUL NIMBA DEV
"
PRAKASH PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PRAKASH SHAIKSHANIK SANKUL, URUN ISLAMPUR,415409","2342,661212","
Head/Principal Name:Madhukumar A Nair
"
PRATIBHA INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","BLOCK D-III, BEHIND MEHTA HOSPITAL, CHINCHWAD,411019","020,02064105505,","
Head/Principal Name:MRS.SAVITA HELENAS TRAVIS
"
PRATIBHASTHALI GYANODAYA VIDYAPEETH RAMTEK,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","BHAGWAN SHANTINATH JAIN MANDIR MOUZA KAWADAK RAMTEK NAGPUR,440001","7114,255588,","
Head/Principal Name:MISS RAJNI JAIN
"
PRAVARA CENTRAL PUBLIC SCHOOL PRAVARANAGAR,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","PRAVARANAGAR, RAHATA,,413712","2422,252320","
Head/Principal Name:Swati Lokhande
"
PRAVARA HIGH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PRAVARA HIGH SCHOOL,OPP- ZUMBERSHET KUNKULOL COMPLEX,BELAPUR ROAD,KOLHAR BK,TAL- RAHATA,DIST- AHMEDNAGAR (MS),413710",",02422251632","
Head/Principal Name:MR. NIRMAL KISHOR BABASAHEB
"
PRERNA INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","VIHIRGAON, UMRER ROAD, TAHSIL AND DISTRICT NAGPUR,441204","0712,7276025501","
Head/Principal Name:MRS. ESHA RUPESH MUDALIAR
"
PRIYADARSHANI PRIMARY SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","GAT NO. 195,BORATEWASTI,DEHU-ALANDI ROAD,MOSHI.,412105","0,9373073077","
Head/Principal Name:MISS SONAL RAMBHAU PATIL
"
PRIYADARSHINI NAGPUR PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","OLD BAGADGANJ, BHANDARA ROAD,,440008","0712,2721488","
Head/Principal Name:NEEMA JAIN
"
PRIYADARSHINI SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SR NO. 45/2, INDRAYANINAGAR, BHOSARI,411026","020,02069146490,","
Head/Principal Name:DR. GAIATRI SUHAS JADHAV
"
PRODIGY PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","GAT.NO. 720(1&2), PUNE -NAGAR ROAD, WAGHOLI, DISTT PUNE, MAHARASHTRA,412207","020,65101748","
Head/Principal Name:Anuya Salve
"
PROGRESSIVE ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","CHULOD ROAD, CHULOD, GONDIYA,,441601","7182,234838","
Head/Principal Name:Omeshwar Tarachand Rahangdale
"
PUNE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","A/P CHARHOLI BK TAL.HAVELI, PCMC, PUNE,412105",",8888039391","
Head/Principal Name:MRS. HEMA SHARMA
"
QUEENS SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
",",431401","2452,293266","
Head/Principal Name:SYEDA MEARAJ ARSHIA
"
R&DE(ENGRS.) SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","KALAS HAVELI PUNE,411015","020,27044495","
Head/Principal Name:RADHIKA RAJAN PILLAI
"
"R.C.PATEL ENGLISH MEDIUM PRIMARY SCHOOL, AJANDE (BU), HOLNANTHE",MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","AJANDE BK, HOLNANTHE, P.O.- AJANDE BK, HOLNANTHE, TAL-SHIRPUR, DIST-DHULE,425448",",2563251005","
Head/Principal Name:DR. JAPASREE MUKHERJEE
"
R.N. PODAR SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","JAIN DERASER ROAD SANTACRUZ(WEST) MUMBAI MAHARASHTRA,400054","022,02267111111","
Head/Principal Name:MRS. AVNITA BIR
"
R.P.ENGLISH MEDIUM SCHOOL BADNAPUR,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","NEAR RAILWAY STATION BADNAPUR,431202",",-","
Head/Principal Name:MRS.KHAYTAM SHOBHA REDDY
"
RADCLIFFE SCHOOL NAVI MUMBAI,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PLOT NO.3, SECTOR-8, KHARGHAR, NAVI MUMBAI,410210","022,9022233399","
Head/Principal Name:MRS. SWATI MUKHERJEE
"
"RADCLIFFE SCHOOL, ULWE",MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","PLOT NO.2,SECTOR-20,NEAR BAMANDONGRI RAILWAY STATION, ULWE,410206",",8433937888","
Head/Principal Name:MISS ANSHU SAXENA
"
RAHUL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","YESHWANTH SHRUSTI, NEAR ANDHRA BANK, BOISAR WEST.,401501",",02228151122","
Head/Principal Name:MRS. KUMARI VIJAYA BHATNAGAR
"
RAHUL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","KANAKIA PARK,MIRA ROAD,400107",",08291609368","
Head/Principal Name:MR. YIGAL S. BANKER
"
RAHUL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","KANAKIA PARK, NEAR SHREE L R TIWARI ENGINEERING COLLEGE OF ENGINEERING, MIRA ROAD (EAST),401107",",02228151122","
Head/Principal Name:MR. YIGAL S BANKER
"
RAHUL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PATANKAR PARK,NEXT TO ASHWINI HOSPITAL,,401203","0,9322247898","
Head/Principal Name:MUKESH S SHARMA
"
RAIGAD MILITARY SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2017 
","NEW LINK ROAD, BEHRAM BAUG, OSHIWARA. JOGESHWARI(W),400102","022,26372359","
Head/Principal Name:Arti Jha
"
RAIGAD MILITARY SCHOOL & JUNIOR COLLEGE,MAHARASHTRA,"
Affiliated up to: 31/03/2008 
","AT : ACHALOLI TAL. MAHAD DIST. RAIGAD, MAHARASHTRA,402301","02145,22601","
Head/Principal Name:SRIPRAKASH C ADHIKARI
"
RAILWAY MIXED HIGHER SCHOOL(ENGLISH MEDIUM),MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PURNA(JN), RAILWAY COLONY, PQ, PURNA JUNCTION DIST PARBHANI, MAHARASHTRA,431511","2452,54451","
Head/Principal Name:ASHOK RAMKRISHANA TAWAR
"
RAINBOW INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","A/P -JEUR KUMBHARI, SHIRDI MANMAD ROAD, TEL. KOPARGAON,,423601","91,7410008212","
Head/Principal Name:G USHA S MURTHY
"
RAINBOW INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","BRAHMAND, PHASE4,NEAR TMC WATERTANK,KOLSHET,400607","0,02225845000","
Head/Principal Name:MRS. PREMA MISHRA
"
RAJA NARAYANLAL LAHOTI ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SIGNAL CAMP, LATUR,413512","2382,212030","
Head/Principal Name:COL S A VARADAN
"
RAJA SHIVAJI ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","RAJA SHIVAJI ENGLISH SCHOOL, BAJAJNAGAR, M.I.D.C., AURANGABAD.,431136",",02402553492","
Head/Principal Name:MRS. REKHA SINGH
"
RAJASTHANIS PODAR LEARN SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","MAHESH NAGAR, GANGAKHED ROAD, PARLI-VAIJNATH,431515",",02446-224678","
Head/Principal Name:MR. BHIM PRATAP SINGH
"
RAJEEV KORE BRIGHT FUTURE PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","C/O,ARWADE HIGH SCHOOL HARBAT ROAD,416416",",02332331519","
Head/Principal Name:Mrs. Mallapuram Jayaleela Venkataiah
"
RAJHANS VIDYALAYA,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","H M P SCHOOL CAMPUS ANDHERI WEST, DISTT MUMBAI, MAHARASHTRA,400058","022,26234805","
Head/Principal Name:DEEPSHIKHA SRIVASTAVA
"
RAJIV GANDHI ACADEMY OF E- SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","PARVATI INDUSTRIES ESTATE, PLOT NO.478, SHIVDARSHAN, PUNE CITY HAVELI, PUNE-411009, MAHARASHTRA,444505","020,24214005","
Head/Principal Name:Mantri Charushila Nathmalji
"
RAJIV GANDHI INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SATANA ROAD, DABHADH, MALEGAON, DIST:- NASIK,423201","2554,7447425774","
Head/Principal Name:Mrs.Shabnam T. shaikh
"
RAJKUMAR KHIYANI SUNRISE PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PRABHAG KRAMANK 1, NARA ROAD, JARIPATKA,440014",",07122643252","
Head/Principal Name:MRS. ROHINI SHARMA
"
RAJLAXMI INTERNATIONAL ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2020 
","SINDHKHEDRAJA ROAD, DEULGAONRAJA DISTRICT- BULDHANA  443204,443204","0175,07261202862","
Head/Principal Name:MR CHANDRA DHANA GOPAL
"
RAJMATA JIJAU ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2018 
","TEMBHURNI TAL.JAFRABAD DIST.JALNA 431 206,431206",",0248522243","
Head/Principal Name:Mr.Rameshwar Sudhakar Singade
"
RAM RATNA VIDYA MANDIR,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","KESHAV SRUSHTI UTTAN-BHAYANDAR(W) SANKUL UTTAN  DISTT THANE, MAHARASHTRA,401106","022,28450707","
Head/Principal Name:KAVITA SINGH
"
RAMABAI DESHMUKH PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","BESIDE DISTRICT SOCIAL WELFARE OFFICE,LAXMI NAGAR, SEVAGRAM ROAD, DISTT WARDHA, MAHARASHTRA,442001","7152,255754","
Head/Principal Name:SMITHA BOSE
"
RAMRAJE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","BHAGVAN MAHAVEER VIDYA SANKUL,NEAR PRANT OFFICE,DAPOLI,415712","2358,284457","
Head/Principal Name:Nilesh Teredesai
"
RAMSHETH THAKUR PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PLOT NO-11, SECTOR-19, KHARGHAR, NAVI MUMBAI,410210","022,27744410","
Head/Principal Name:RAJ ALONI
"
RASBIHARI INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","VRINDAVAN, NASHIK-OZAR ROAD, NEAR HANUMAN NAGAR, PANCHAVATI,422003",",02532304622","
Head/Principal Name:Mr.Kanwar Deepak Singh
"
RASIKLAL M. DHARIWAL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","RASIKLAL M. DHARIWAL INTERNATIONAL SCHOOL, CHINCHWAD, TAL HAVELI, DIST-PUNE,411033",",020-27355453","
Head/Principal Name:MRS. SHEETAL VARMA
"
RAYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","BEHIND S.R.P.F. MANTHA RING ROAD, SAI NAGAR JALNA,431203","2482,231728","
Head/Principal Name:RUBAN FRANK
"
"RAYAT ENGLISH MEDIUM SCHOOL , SAIDAPUR , KARAD.",MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","S.G.M COLLEGE CAMPUS,VIDYANAGAR ,SAIDAPUR ,KARAD.TAL-KARAD ,DIST - SATARA.PIN - 415315,415124",",02164271346","
Head/Principal Name:MISS JAYMALA DILIPKUMAR SHIRKE
"
RBK GLOBAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","INDRALOK PHASE VI, BHAYANDER EAST,,401105","022,65617521","
Head/Principal Name:DEVIKA PURI
"
RDG PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","BESIDE AKASHWANI,CIVIL LINES,444001","0724,0724-2457307,","
Head/Principal Name:MR. PRAKASH P. DHORAN
"
REGAL PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","AT KONDHE GUHAGAR ROAD,415628",",02355258393","
Head/Principal Name:Mrs. Ayesha A. Surguroh
"
RELIANCE FOUNDATION SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PLOT NO 60 - 61, SECTOR 14, KOPARKHAIRANE,400709","022,27558000","
Head/Principal Name:Alok Katdare
"
RELIANCE FOUNDATION SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","C I P L VILLAGE DAHALI MOUDA POST DISTT. NAGPUR MAHARASHTRA,441104","7115,645398","
Head/Principal Name:Mr. hari Parasad Vaishnav
"
RELIANCE FOUNDATION SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","BOMBAY PUNE HIGHWAY, LODHIVALI, DIST. RAIGAD, MAHARASHTRA- 410207,410206","2192,255101,8004877601","
Head/Principal Name:Ms.Anju Singh
"
RELIANCE FOUNDATION SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","P.O. PETROCHEMICALS TOWNSHIP, NAGOTHANE, DIST. RAIGAD, MAHARASHTRA- 402125,402125","02194,356080, 81, 82","
Head/Principal Name:Anop Shukla
"
RIMS INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SURVEY NO. 44/1, WADACHI ROAD, NEAR OCTROI NAKA, UNDRI, PUNE,411060",",02026855881","
Head/Principal Name:MRS.RAJESHWARI JANKIRAMAN
"
RISHI VIDYA EDUCATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","RAJGADH, MANTHA ROAD, AT.POST. KHARPUDI, TQ. DIST. JALNA,431203",",02482203515","
Head/Principal Name:MRS. MRS. HEMA SONTAKKE
"
RIVERDALE HIGH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","GUT NO 345/P SATARA AREA BEHIND BAJAJ HOSPITAL AURANGABAD MAHARASHTRA,431005","0240,2989050","
Head/Principal Name:Dr.Sudhir D.Hadke
"
RIZVI SPRINGFIELD SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","CTS NO. D/514, D/519 & D/520, GOVIND PATIL MARG, KHAR DANDA, KHAR WEST, MUMBAI - 400 052.,400052","022,26483523","
Head/Principal Name:SANGEETA UNIYAL
"
RK PUBLIC SCHOOL AND JR.COLLAGE,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","AT TAKADGAON ROAD GEORAI TQ GEORAI DIST BEED,431127",",02447263682","
Head/Principal Name:MR. CHALAK GANESH ASARAM
"
RKL GALAXY INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","BUILDING ON S NO 149 5 AT WADMUKHWADI TAL HAVELI DIST PUNE 412105,412105",",0000000000","
Head/Principal Name:MRS. DIPASHRI PRAVIN DEORE
"
RMD SINHGAD SPRING DALE SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","S.NO.111/1, WARJE,411058","020,020-25218271,","
Head/Principal Name:MRS. SMITA AMOL SAVANT
"
ROTARY ENGLISH MEDIUM SCHOOL KHED,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","AT POST- KHED,415709","2356,260270","
Head/Principal Name:PATEL BHUMITA JAYESH
"
ROTARY ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","S.NO. 356/2,MALPUR ROAD, DONDAICHA, SHINDKHDA, DHULE,,425408","2566,02566-246574,","
Head/Principal Name:MR. MANGESH PANDIT PAWAR
"
ROYAL GONDWANA PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","VILLAGE SHANKARPUR WARDHA ROAD, PO KHAPRI NAGPUR MAHARASHTRA,441108","0712,9225932320","
Head/Principal Name:PRATIBHA MADAN
"
ROYAL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","P&T COLONY,GANDHINAGAR,DOMBIVLI EAST,421204",",0251-2820388","
Head/Principal Name:Mrs. RAKHI SINGH
"
ROYAL PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","VIDYA NAGAR, BHANDARA, MAHARASHTRA,441094","7184,250224","
Head/Principal Name:OMANA SAMUEL
"
RSEMS GLOBAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","CSIBER CAMPUS SHIVAJI UNIVERSITY ROAD KOLHAPUR,416008",",02312524553","
Head/Principal Name:MRS. LAXMI HEMANT PATIL
"
RUKMIN SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","RUKMIN SCHOOL, POST- KAPSI AT SHIRPUR, TAHSIL KAMPTEE, DISTRICT NAGPUR,441104",",09665302658","
Head/Principal Name:MR. PRAVIN DASHARATH NINAWE
"
RUSTOMJIE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","GHAT NO. 99/1, MOHADI SHIVAR, JALGAON, MAHARASHTRA,425002","0257,2264892","
Head/Principal Name:VIRAF PESUNA
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","ASHA NAGAR OPP. KANAKIA SANSKRUTI 90 FEET ROAD KANDIVLI EAST, DISTT MUMBAI, MAHARASHTRA,400101","022,28706063","
Head/Principal Name:ANJALI BOWEN
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2011 
","BEHIND S.R.P.F. MANTHA RING ROAD, SAI NAGAR,431203","0724,02482-231728","
Head/Principal Name:RUBAN FRANK
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","PLOT NO 34 SECTOR 10 SONPADA NAVI MUMBAI MAHARASHTRA,400705","022,65107486","
Head/Principal Name:MURIEL FERNANDES
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","NEAR TTC BUILDING, AIRFORCE STATION ROAD, OJHAR, 422221,422221",",02550273022","
Head/Principal Name:MRS. LILLY MARTIN MOTGHARE
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PATANKAR PARK, NEAR IPMERIOR TOWER, NALASOPARA WEST,401203",",02502024288","
Head/Principal Name:MRS. VARSHA MILIND NAIK
"
RYAN INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PLO NO.27 , NEAR STATE BANK OF INDIA, EVERSHINE NAGAR, MALAD WEST,400064",",0222886655","
Head/Principal Name:MRS. PRADNYA CHACHAD
"
S.B PATIL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","VANGALI TAL. INDAPUR DIST.PUNE,413106",",07420013570","
Head/Principal Name:MRS. MANJULATA VERMA
"
S.B. PATIL PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2018 
","S.NO.110,GAT NO 1, RAVET, PUNE,412101","020,65118882","
Head/Principal Name:Madhubala Gairola
"
S.CHANDRA PUBLIC SCHOOL SADAK ARJUNI DIST GONDIA,MAHARASHTRA,"
Affiliated up to: 31/03/2015 
","SADAK ARJUNI, DIST. GONDIYA,441807","7199,233198","
Head/Principal Name:ISHWARDAS S LOKHANDE
"
S.N.B.P. INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","GATE NO. 687,LANE E-B ,IVY ESTATEWAGHOLI,412207",",09822063320","
Head/Principal Name:MRS. SHWETA  VAKIL
"
S.N.B.PS INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","126/2A,NEAR SHIVKRUSHN MANGAL KARYALAY,MANJRI,KESHAV NAGAR,411036",",02065201015","
Head/Principal Name:MRS. SHILPA SAWANT
"
S.N.D. ENGLISH MEDIUM PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","AT/PO. BABHULGAON, TAL.- YEOLA, DIST.- NASHIK.,423401","2559,225046","
Head/Principal Name:RUPNAR VIVEK RAMBHAU
"
SABARMATI THE GLOBAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","ALMALA ROAD, NEAR POULTRY FARM, BUDHODA, AUSA,413520",",09405733348","
Head/Principal Name:MRS. INDU MANRAI
"
SACRED HEART ACADEMY,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PIPLA D.B, PATANSAONGI, NAGPUR,441113","0711,237726","
Head/Principal Name:Jobi p George
"
SACRED HEART SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","VARAPGAONKALYAN MURBAD ROADKALYAN TALUKATHANE DIST.,421103",",02512280559","
Head/Principal Name:MRS. VINITA RAJ
"
SADASHIVSHETH R. BAVISKAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","CHOPDA FATA, DAHIWAD,425405",",9850001942","
Head/Principal Name:MRS. NUPOORA N. KULKARNI
"
"SADHU VASWANI INTERNATIONAL SCHOOL, PUNE",MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SADHU VASWANI MISSIONS EDUCATIONAL COMPLEX, SECTOR 6, SPINE ROAD, SANT NAGAR, MOSHI-PRADHIKARAN, NEAR PCNTDA TRAFFIC PARK, PUNE,412105","020,20271166,","
Head/Principal Name:MISS AARTI PATIL
"
SADHVI PREETISUDHAJI INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","AT - PIMPLAS,TALUKA - RAHATA,DISTRICT- AHMEDNAGAR,STATE - MAHARASHTRA.,423107","2423,242314","
Head/Principal Name:MAHANKALI VISHNUVARDHAN SIVASWAMY
"
SAHAKAR VIDYA MANDIR,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","VIDYA NAGARI, CHIKHALI ROAD, YELGAON, BULDANA,443001","7262,244705","
Head/Principal Name:MOHINI SATISH SASE
"
SAHYADRI SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","GUT NO 26, PATODA, TAL. & DIST. AURANGABAD,431136",",08379889889","
Head/Principal Name:MR. NILESH PRABHAKAR MHASKE
"
SAHYADRI VALLEY PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","A/P- RAJURION KALYAN NAGAR HIGH WAYTAL- JUNNARDIST-  PUNE,412411",",9767104602","
Head/Principal Name:MRS.  MANJULA MENON
"
SAI ANGELS INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SURVEY NO.69/A,TAVALE NAGAR,AURANGABAD ROAD,414003","0241,2030252","
Head/Principal Name:MR. RAMESH DAMODHAR SHEWALE
"
SAI INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","AT POST SHENDRI, POST BADYACHI WADI, NEAR GADHINGLAJ MIDC, TALUKA GADHINGLAJ, DISTRICT KOLHAPUR,416502","2327,224343","
Head/Principal Name:Suhas Namdev Jadhav
"
SAINIK PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","AT&PO-WADKI TAH-RALEGAON, DIST-YAVATMAL(M.S.),445308","7202,202415","
Head/Principal Name:KIRTI BATRA
"
SAINIK SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2015 
","DISTT SATARA, MAHARASHTRA 415001,415001","02162,34483","
Head/Principal Name:LT COL A P MUKHOPADYAY
"
